Id;Category;Tweet;Emotion;VB;WRB;IN;VBP;JJ;WP;VBZ;MD;NN;TO;PRP;RB
1E+018;c7;"Retweeted UnitedReview (@TheUtdReview):

Paul Pogba:

“We’re all brothers in front of God. When you're religious, i… https://t.co/qeSzBE8bwv";information;1;1;3;1;0;0;0;0;9;0;1;0
1E+018;c2;RT @Abdalazizawill: Let me do a thread on oppressed people that no one cares about specially the west since they don’t have that Christian…;support;2;0;3;2;2;0;0;0;7;0;2;0
1E+018;c3;RT @simonfromharlow: So... 72 hours after this photo was taken last year, I deleted Twitter, Facebook and WhatsApp, threw my phones into a…;guilt;0;0;2;1;2;0;0;0;9;0;0;1
1E+018;c3;RT @HUNTYCHAN: this is kind of like a metaphor for men. the water is trash, and when you put it into a taller container it looks better and…;blame;0;1;4;1;1;0;3;0;7;0;3;0
1E+018;c7;RT @khutso: It's wasn't just a coincidence that when Pravin was at SARS he went all out for Malema, even within the ANC anyone that gets to…;information;1;1;4;1;1;0;1;0;6;0;2;2
1E+018;c3;RT @kiIIakaye: you can’t force a man to see what he’s missing out on.. at the end of the day, niggas are gonna be stuck in their ways regar…;anger;3;0;4;2;1;1;0;1;6;1;3;1
1E+018;c7;RT @PandaFrinky: Sebenarnya, banyak kali jugak terasa hati. Tapi aku lebih suka diam daripada bagitahu. Sebab aku tahu at the end of the da…;information;0;0;2;0;0;0;0;0;18;0;0;0
1E+018;c7;Unpopular Opinion: Mosh pits are not fun or cool. They all end up with someone getting injured. It also makes peopl… https://t.co/v5cO9sMJ9X;sorrow;0;0;1;4;3;0;0;0;6;0;2;2
1E+018;c4;RT @ensushiastic: who keeps funding this just END IT and donate all that money to mental health organizations fjdnfndhdbdb https://t.co/cnt…;anger;2;0;0;1;1;1;0;0;6;1;1;1
1E+018;c7;RT @Bangtan04188165: If you think my GAs are fake, then don't join, Why would I make this acc? if it's only fake, I'm really busy, and you…;blame;2;0;2;2;3;0;1;1;8;0;2;1
1E+018;c4;"RT @sarahfhfit: I can’t thank everyone enough for all of the love &amp; attention i’ve gotten lately. I never thought my discovery would end up…";thankfulness;2;0;2;1;3;0;0;2;10;0;0;2
1E+018;c7;RT @NotBillWalton: To me, Kevin Durant is like Kim Kardashian. I don't care how successful you are right now, I will ALWAYS remember what y…;information;4;1;1;3;1;1;1;1;6;1;2;1
1E+018;c3;RT @The_Zungu: In a relationship I just want to be happy.  I don't care about restaurants where we go, where we don't go . I dint care abou…;peacefulness;3;2;2;2;3;0;0;0;8;1;2;1
1E+018;c7;"RT @sarahllfit: I can’t thank everyone enough for all of the love &amp; attention i’ve gotten lately. I never thought my discovery would end up…";thankfulness;2;0;2;1;3;0;0;2;10;0;0;2
1E+018;c7;"RT @Kiraak_baccha: I had to do something to relieve the tension,
to show that I'm tougher than you are,
I sank my words truthfully into ur…";depression;4;0;3;1;3;0;0;0;5;3;1;0
1E+018;c7;RT @GuitarMoog: Leavers (who won, remember) in the Cabinet appear to be having hissy fits that UKGov is going to make a proposal they don't…;blame;2;0;2;3;1;1;1;0;6;2;1;0
1E+018;c3;"RT @ailijones: I just want to make this relevant again. For people who don’t understand; I had to pay $1,100 per month out of pocket for th…";anger;2;0;5;1;1;1;1;0;9;2;0;2
1E+018;c7;Exactly.. I don't care for either of them but basketball my sport, So what separates them? https://t.co/kYy9dqGdjf;sorrow;1;0;2;1;0;1;0;0;4;0;2;1
1E+018;c4;RT @kiIIakaye: you can’t force a man to see what he’s missing out on.. at the end of the day, niggas are gonna be stuck in their ways regar…;hopelessness;3;0;4;2;1;1;0;1;6;1;3;1
1E+018;c3;I wonder what I was dreaming about last night, I remember grabbing my plush and nuzzling him real hard. I try not t… https://t.co/cd6aegsZMW;hopefulness;0;0;1;4;5;1;0;0;6;0;1;1
1E+018;c4;RT @kiIIakaye: you can’t force a man to see what he’s missing out on.. at the end of the day, niggas are gonna be stuck in their ways regar…;guilt;3;0;4;2;1;1;0;1;6;1;3;1
1E+018;c1;RT @jaredlewiz: @gracenparchman honestly why does anyone care? they LOVE us we LOVE them it’s all LOVE on this end G😘 #GoodnightWorld #Love…;peacefulness;0;0;1;3;1;0;1;0;9;0;6;0
1E+018;c1;Making this cause i really want to die im not joking someone kill me;sorrow;3;0;0;3;0;0;0;0;4;1;1;1
1E+018;c2;RT @mzsadie: He's not on social media...I was just posting the underlying Fashion vs Time subject. Some don't care about it. https://t.co/D…;information;1;0;2;0;3;0;0;0;7;0;2;2
1E+018;c7;I don't know why we take Kanye's political opinions so seriously knowing fully well he's an ignoramus who doesn't c… https://t.co/bqG49MHx2M;surprise;0;0;1;3;4;1;1;0;4;0;2;3
1E+018;c2;RT @caitlinmoran: This is an amazing thread, and I suspect there are people who will read it and find it changes their lives. https://t.co/…;support;3;0;0;2;2;1;1;1;3;0;2;0
1E+018;c7;"RT @kikakhj: FM -2
What? Ah, cake? I ate a cake. I had a BD party before I came. I ate a sweet poteto cake. I don't really care much about…";information;1;0;1;3;3;1;0;0;14;0;0;0
1E+018;c2;RT @caitlinmoran: This is an amazing thread, and I suspect there are people who will read it and find it changes their lives. https://t.co/…;information;3;0;0;2;2;1;1;1;3;0;2;0
1E+018;c4;RT @kiIIakaye: you can’t force a man to see what he’s missing out on.. at the end of the day, niggas are gonna be stuck in their ways regar…;anger;3;0;4;2;1;1;0;1;6;1;3;1
1E+018;c1;I’m going through one of the hardest things i’ve ever dealt with alone and the entire time all I can think of is ho… https://t.co/m6kHUNjwTj;blame;1;0;4;3;2;0;2;1;7;0;0;1
1E+018;c3;"@essenviews Unbelievable. I'm so tired of religion being used as an excuse for cruelty, intolerance, &amp; insanity. If… https://t.co/ppfmhnCKSl";depression;1;0;3;0;2;0;0;0;9;0;0;1
1E+018;c1;And i always for you but you don't care everything i hope you know i still love you.;hopefulness;2;0;1;4;1;0;0;0;0;0;4;2
1E+018;c7;RT @luis47999500: Ok so after seeing all these graduations it’s hitting me that high schools comming to an end ..;sorrow;2;0;2;1;1;0;0;0;3;1;2;1
1E+018;c3;RT @iamblackbear: someone asked me how often i want to die today;sorrow;2;1;0;1;0;0;1;0;2;1;1;1
1E+018;c2;RT @Netornit: I still post political stuff every now and then. But the reason why I don’t mind people abstaining from political crap is tha…;information;0;0;1;1;4;0;1;0;11;0;0;3
1E+018;c3;RT @OfficialTshego: I don’t want to die struggling in South Africa if the whole WORLD is ready for me. I couldn’t make my South by SouthWes…;sorrow;1;0;4;4;6;0;1;0;6;1;1;0
1E+018;c7;RT @PandaFrinky: Sebenarnya, banyak kali jugak terasa hati. Tapi aku lebih suka diam daripada bagitahu. Sebab aku tahu at the end of the da…;information;0;0;2;0;0;0;0;0;18;0;0;0
1E+018;c7;"RT @deguzmankarenn: -FLAT CHESTED
-WALA KANG DEDE WAG KANG MAGMAGANDA
-DI MO NA KAILANGAN MAGBRA, WALA KA NAMANG DEDE EH

tbh i'm just so t…";information;1;0;0;2;3;0;0;0;13;1;0;2
1E+018;c7;"RT @SimonBruni: If remainers want Freedom of Movement

If EFTA/EEA leavers want FoM

If EU27 + EFTA citizens + Brits abroad want FoM

If mo…";support;0;0;5;3;2;0;0;0;9;0;0;1
1E+018;c2;RT @caitlinmoran: This is an amazing thread, and I suspect there are people who will read it and find it changes their lives. https://t.co/…;support;3;0;0;2;2;1;1;1;3;0;2;0
1E+018;c7;"RT @TheUtdReview: Paul Pogba:

“We’re all brothers in front of God. When you're religious, it's like we're all brothers. And at the end of…";information;1;1;5;1;0;0;0;0;9;0;2;0
1E+018;c3;RT @simonfromharlow: So... 72 hours after this photo was taken last year, I deleted Twitter, Facebook and WhatsApp, threw my phones into a…;guilt;0;0;2;1;2;0;0;0;9;0;0;1
1E+018;c4;"RT @CarolineLucas: Thanks so much to all the organisations &amp; individuals who came to parliament to champion a #PeoplesVote.  We can do this…";thankfulness;4;0;0;0;1;1;0;1;5;3;1;1
1E+018;c7;"Can marry your daughter
And make her my wife
I want her to be the only girl that I love for the rest of my life
And… https://t.co/KKLjsXO9wE";hopefulness;3;0;3;2;1;0;1;1;7;1;0;0
1E+018;c4;"RT @DothTheDoth: As your goth therapist, I urge you to get lost in the woods. I don't care where you go, that's between you &amp; the woods.";peacefulness;1;1;4;3;1;0;0;0;7;1;3;0
1E+018;c3;RT @lorii_n: Not afraid to lose people who don't value me or reciprocate my energy. Humble enough to know my heart is pure gold and anyone…;hopefulness;3;0;0;0;4;1;2;0;5;2;1;1
1E+018;c3;RT @ticoduran_15: I don’t talk to anyone all day people either take 2 hours to snap me back or text me back, so it makes me wonder why I ev…;depression;6;0;1;2;2;0;0;0;6;2;4;2
1E+018;c7;RT @QGotNoRings: Y'all would make women orgasm more if you actively asked them what they want, what's working, what's not and how you can d…;information;5;1;1;2;0;3;0;2;1;0;4;1
1E+018;c1;i want to die https://t.co/9zfZrR56cT;depression;1;0;0;1;0;0;0;0;1;1;0;0
1E+018;c3;RT @kiIIakaye: you can’t force a man to see what he’s missing out on.. at the end of the day, niggas are gonna be stuck in their ways regar…;hopelessness;3;0;4;2;1;1;0;1;6;1;3;1
1E+018;c7;"RT @Lovely_Saffa: I am not ok. Jiya said SHE DON'T WANT IT TO END.
SHE DON'T WANT THE NIKKAH TO END. SHE DON'T WANT A DIVORCE.
LEMME GO DIE…";blame;2;0;0;5;4;0;0;0;5;2;5;1
1E+018;c7;RT @NotBillWalton: To me, Kevin Durant is like Kim Kardashian. I don't care how successful you are right now, I will ALWAYS remember what y…;information;4;1;1;3;1;1;1;1;6;1;2;1
1E+018;c3;I FEEL YAAAA https://t.co/BfvMgRUO8d;peacefulness;0;0;0;1;0;0;0;0;2;0;0;0
1E+018;c2;RT @caitlinmoran: This is an amazing thread, and I suspect there are people who will read it and find it changes their lives. https://t.co/…;support;3;0;0;2;2;1;1;1;3;0;2;0
1E+018;c7;"@ChelseaClinton If not supported from """"""""""""ON HIGH""""""""""
how could all of these get anywhere in the first place?

I… https://t.co/EbiRexzsrM";surprise;2;1;5;0;2;0;0;1;2;0;0;2
1E+018;c3;RT @marianaavilal: I genuinely don’t understand people who harass actors, artists, writers, etc. online because they made something they do…;surprise;0;0;0;2;0;1;1;0;11;0;2;0
1E+018;c7;"RT @deguzmankarenn: -FLAT CHESTED
-WALA KANG DEDE WAG KANG MAGMAGANDA
-DI MO NA KAILANGAN MAGBRA, WALA KA NAMANG DEDE EH

tbh i'm just so t…";information;1;0;0;2;3;0;0;0;13;1;0;2
1E+018;c7;RT @MayaAngelle: We accomplished all of our dreams at Southern University! Joining AND leading the best band in the land, Winning pageants,…;happiness;1;0;3;1;1;0;0;0;5;0;1;0
1E+018;c1;@jamieoborne that is quick before I kill myself;sorrow;0;0;0;1;1;0;1;0;2;0;1;0
1E+018;c7;RT @alibalibea: @lis456r @GrangemouthHS @show_ghs It was outstanding.   Brilliant, singing and fantastic choreography.  I didn’t want to go…;happiness;1;0;0;2;3;0;0;0;4;1;2;0
1E+018;c3;"Women amaze me. The way they love &amp; forgive so easily. In the end, they want to be valued, loved and everything in… https://t.co/9PEntEZQj2";blame;1;0;2;2;2;0;0;0;5;1;3;2
1E+018;c4;RT @muftimenk: Make a commitment to start a new beginning when #Ramadan ends. Give up at least one bad habit in this blessed month. Do it s…;peacefulness;4;1;2;1;5;0;0;0;5;1;1;0
1E+018;c3;RT @RealMediaCrooks: LOL! Who in hell would want to shoot you @jigneshmevani80? Insects are swatted not shot... In any case... Suggest go i…;anger;2;0;2;3;3;1;0;1;3;1;1;1
1E+018;c2;i think 13 reasons why getting a 3rd season is a bit too much now. it was great the 1st season, it raised awareness… https://t.co/mezCn4xbTr;disgust;1;0;0;1;2;0;3;0;7;0;2;4
1E+018;c7;"RT @ifernweh: I act like I don't care,
but deep down
I swear it kills me.

ฉันทำเหมือนว่าไม่ได้เป็นอะไร
แต่สาบานเลยว่าลึกๆแล้วข้างใน
มันกำ…";hopelessness;1;0;1;3;4;0;0;0;3;0;2;0
1E+018;c3;#edexcelmaths when I die after this exam I want Michael Gove to lower me into my grave so he can let me down one last time. #GCSEs2018;sorrow;2;1;3;2;2;0;0;1;9;1;3;0
1E+018;c3;RT @EllaDecember: “I cannot come and kill myself” is a saying to live by, honestly.;disgust;3;0;1;0;0;0;1;1;4;1;1;1
1E+018;c7;RT @NotBillWalton: To me, Kevin Durant is like Kim Kardashian. I don't care how successful you are right now, I will ALWAYS remember what y…;information;4;1;1;3;1;1;1;1;6;1;2;1
1E+018;c3;RT @HUNTYCHAN: this is kind of like a metaphor for men. the water is trash, and when you put it into a taller container it looks better and…;guilt;0;1;4;1;1;0;3;0;7;0;3;0
1E+018;c3;All this anxiety because I need to walk through a certain part of Manchester and I've never done it on my own befor… https://t.co/88MGmOOgn8;blame;1;0;3;2;4;0;0;0;5;1;1;1
1E+018;c7;I don't care if you're a guy or a girl if u wanna disrespect or try to put ur hands on me I'll do the same to u act… https://t.co/1wiPXRTUMW;anger;3;0;3;2;3;0;0;0;9;3;1;0
1E+018;c7;"RT @Garrett_Watts: Something sad happened today that inspired a thought that I’d love to share with anyone who cares to read this.

I mean…";support;2;0;3;3;3;1;1;0;6;2;0;0
1E+018;c3;RT @artflychris: Slapping mud on a gallery wall from a cherry-picker.  I don't care if it means anything, you had me at 'slapping mud'. htt…;happiness;0;0;5;2;0;0;0;0;10;0;3;0
1E+018;c7;@LukhanyoV @bhekaNkonyane Proly googled those details before the show. His oxford kholik admitted to not knowing of… https://t.co/DLUFqxDu6M;information;1;0;0;1;0;0;1;0;6;1;0;1
1E+018;c7;RT @QGotNoRings: Y'all would make women orgasm more if you actively asked them what they want, what's working, what's not and how you can d…;information;5;1;1;2;0;3;0;2;1;0;4;1
1E+018;c7;"RT @tephadoll: I feel mental illness isnt taken serious until someone commits suicide honestly thats what it takes? 
I know what it feels l…";disgust;0;0;2;4;3;2;1;0;6;0;2;0
1E+018;c7;"RT @KatarHero: Don't care about reputation. I'm vehemently against any co-opting of Panthic interests.

Sikhs are weakest when we go to oth…";hopelessness;1;1;3;2;3;0;0;0;7;1;1;0
1E+018;c4;RT @muftimenk: Make a commitment to start a new beginning when #Ramadan ends. Give up at least one bad habit in this blessed month. Do it s…;peacefulness;4;1;2;1;5;0;0;0;5;1;1;0
1E+018;c3;RT @FakeSportsCentr: “Andre Iguodala, Andre The Giant, Andre 3000.... I don't care, we had no chance winning Game 3.” https://t.co/71siiSI5…;blame;1;0;1;1;2;0;0;0;8;0;1;0
1E+018;c4;"RT @sarahllfit: I can’t thank everyone enough for all of the love &amp; attention i’ve gotten lately. I never thought my discovery would end up…";thankfulness;2;0;2;1;3;0;0;2;10;0;0;2
1E+018;c3;RT @atiqah98: I miss you, but I know you don't care.;blame;2;0;0;3;0;0;0;0;1;0;2;0
1E+018;c4;@SatOnMySofa @StinsonHunter Lastly I'll add, I suffered a broken joint as a result of a mugging. These bastards don… https://t.co/KBDRzQWS99;blame;0;0;3;2;1;0;0;0;7;0;0;0
1E+018;c4;RT @FakeSportsCentr: “Andre Iguodala, Andre The Giant, Andre 3000.... I don't care, we had no chance winning Game 3.” https://t.co/71siiSI5…;hopelessness;1;0;1;1;2;0;0;0;8;0;1;0
1E+018;c3;if i dont open ur messages it p r o b a b l y means i don’t want to talk to you sooooo you should stop. go home 😭;disgust;4;0;1;3;4;0;1;1;11;2;3;0
1E+018;c7;RT @PradRachael: YOUR EXACTLY RIGHT, HOLLYWOOD MUST BE BOYCOTTED COMPLETELY,  THEY'RE ALL CRAZY, AND IT SCARES THE HELL OUT OF ME, THIS WOR…;anger;1;0;3;1;2;0;0;1;5;0;2;1
1E+018;c7;RT @AddressingLife: #BungalowForBrendan I've tried private rentals. Tried obtaining a Rebuilding Ireland home loan (as a full time carer to…;information;1;0;1;0;4;0;0;0;10;0;0;0
1E+018;c3;@Mikeofthemoor @foxglove53 @Conservatives Why should single people and the poor families want to serve and die figh… https://t.co/OiuqwTzxKC;anger;3;0;0;1;1;0;0;1;4;1;0;0
1E+018;c1;The feeling of not being loved by your own fam sucks and i want to die;sorrow;2;0;2;1;2;0;0;0;3;1;0;1
1E+018;c7;RT @DrJacobsRad: Wow Cindy, it's like you didn't read my tweet at all. As a doctor who has dedicated the last 15 years caring for 1st Natio…;surprise;1;0;3;2;2;1;2;0;6;0;2;0
1E+018;c1;RT @lgbtDemetria: I'm gay, ugly, depressed and dumb like bitch pick a struggle, this isn't a buffet;depression;0;0;1;0;1;0;1;0;9;0;0;0
1E+018;c4;RT @HUNTYCHAN: this is kind of like a metaphor for men. the water is trash, and when you put it into a taller container it looks better and…;disgust;0;1;4;1;1;0;3;0;7;0;3;0
1E+018;c7;How bold are you? 😂 https://t.co/qmngl63M1v;surprise;0;1;0;2;1;0;0;0;0;0;1;0
1E+018;c4;RT @kiIIakaye: you can’t force a man to see what he’s missing out on.. at the end of the day, niggas are gonna be stuck in their ways regar…;hopelessness;3;0;4;2;1;1;0;1;6;1;3;1
1E+018;c7;RT @GuitarMoog: Leavers (who won, remember) in the Cabinet appear to be having hissy fits that UKGov is going to make a proposal they don't…;anger;2;0;2;3;1;1;1;0;6;2;1;0
1E+018;c4;RT @muftimenk: Make a commitment to start a new beginning when #Ramadan ends. Give up at least one bad habit in this blessed month. Do it s…;peacefulness;4;1;2;1;5;0;0;0;5;1;1;0
1E+018;c1;@imselena4u Thing is most are better then me and I don't care;blame;1;0;0;1;0;0;1;0;3;0;1;2
1E+018;c7;RT @NotBillWalton: To me, Kevin Durant is like Kim Kardashian. I don't care how successful you are right now, I will ALWAYS remember what y…;information;4;1;1;3;1;1;1;1;6;1;2;1
1E+018;c4;RT @muftimenk: Make a commitment to start a new beginning when #Ramadan ends. Give up at least one bad habit in this blessed month. Do it s…;peacefulness;4;1;2;1;5;0;0;0;5;1;1;0
1E+018;c7;RT @RovielOfficial: with the way things are going i will just stop asking any girl out, i will just go straight to her Father, I'm tired of…;hopefulness;2;0;3;1;0;0;0;2;9;1;0;4
1E+018;c3;OH WAIT, YEAH ATTRACTIVE PEOPLE MAKE ME WANT TO KILL MYSELF!;sorrow;3;0;0;0;2;0;0;0;1;1;2;0
1E+018;c7;"RT @DavidTylerPozz: What I learnt at last night's Crouch End Labour Party meeting
1) There's no antisemitism
2)  It's all a smear
3)  I'm w…";information;1;0;1;1;4;1;1;0;6;0;1;1
1E+018;c1;RT @deIuge: too afraid to kill myself so can the universe just do it for me;hopelessness;1;0;1;1;1;0;0;1;0;1;3;3
1E+018;c4;RT @muftimenk: Make a commitment to start a new beginning when #Ramadan ends. Give up at least one bad habit in this blessed month. Do it s…;peacefulness;4;1;2;1;5;0;0;0;5;1;1;0
1E+018;c7;RT @PandaFrinky: Sebenarnya, banyak kali jugak terasa hati. Tapi aku lebih suka diam daripada bagitahu. Sebab aku tahu at the end of the da…;information;0;0;2;0;0;0;0;0;18;0;0;0
1E+018;c1;RT @lgbtDemetria: I'm gay, ugly, depressed and dumb like bitch pick a struggle, this isn't a buffet;depression;0;0;1;0;1;0;1;0;9;0;0;0
1E+018;c7;And this is exactly why you’re running a fake bill Walton page you fuckin loser https://t.co/7oRRqjJUQ5;blame;0;0;1;3;3;1;1;0;3;0;2;0
1E+018;c7;"RT @DavidTylerPozz: What I learnt at last night's Crouch End Labour Party meeting
1) There's no antisemitism
2)  It's all a smear
3)  I'm w…";information;1;0;1;1;4;1;1;0;6;0;1;1
1E+018;c3;"RT @SaaRaaJuuNee_: I’m proud as fuck of the person I am today. I’ve overcome shit I thought would kill me &amp; fought through shit I thought w…";happiness;1;0;4;4;2;0;0;1;11;0;1;0
1E+018;c7;"@ nct 

baka naman https://t.co/SroQzqCgsC";information;0;0;0;0;1;0;0;0;2;0;0;0
1E+018;c3;i’ve been in school for two minutes and i already want to go home;depression;1;0;2;2;1;0;0;0;6;1;0;0
1E+018;c7;RT @PandaFrinky: Sebenarnya, banyak kali jugak terasa hati. Tapi aku lebih suka diam daripada bagitahu. Sebab aku tahu at the end of the da…;information;0;0;2;0;0;0;0;0;18;0;0;0
1E+018;c2;RT @caitlinmoran: This is an amazing thread, and I suspect there are people who will read it and find it changes their lives. https://t.co/…;support;3;0;0;2;2;1;1;1;3;0;2;0
1E+018;c2;"#ManUtd #ManCity #Tottenham I don't care which of you sign Matthijs De Ligt, but if his song doesn't start ""Sky roc… https://t.co/4HjqlvqGt6";anger;0;0;2;2;1;0;0;0;9;0;1;0
1E+018;c4;"RT @TheUtdReview: Paul Pogba:

“We’re all brothers in front of God. When you're religious, it's like we're all brothers. And at the end of…";information;1;1;5;1;0;0;0;0;9;0;2;0
1E+018;c2;RT @spierlewis: it's literally such a mistake... they don't promote the show as is. how can they expect to keep people's interest for a YEA…;disgust;2;1;3;1;2;0;1;1;4;1;3;0
1E+018;c7;we have evolved https://t.co/7hEOD3gbjH;happiness;0;0;0;1;0;0;0;0;0;0;1;0
1E+018;c3;RT @JayyPhelps: If we tongue kiss we're having sex I don't care, I don't care..;happiness;0;0;1;4;0;0;0;0;5;0;1;0
1E+018;c7;RT @DrJacobsRad: Wow Cindy, it's like you didn't read my tweet at all. As a doctor who has dedicated the last 15 years caring for 1st Natio…;surprise;1;0;3;2;2;1;2;0;6;0;2;0
1E+018;c7;I said starboard in my video and now I'm having a hard time saying cardboard.;happiness;0;0;1;3;1;0;0;0;5;0;0;1
1E+018;c3;"RT @ellle_em: End white dude nerd culture.
End it now.
Burn it to the ground https://t.co/Wdm75GEZUP";hopefulness;1;0;0;1;2;0;0;0;4;1;2;1
1E+018;c7;@NicolaJSwinney This was my actual question: What the hell goes on in the laundry process to cause all the domestic… https://t.co/rrdYZcZTKJ;surprise;1;1;2;0;1;1;0;0;7;1;0;0
1E+018;c7;"RT @TheUtdReview: Paul Pogba:

“We’re all brothers in front of God. When you're religious, it's like we're all brothers. And at the end of…";information;1;1;5;1;0;0;0;0;9;0;2;0
1E+018;c7;"i just want to be rich so i can help kids like this &amp; i just want every baby out there to be safe &amp; warm &amp; fed &amp; have a safe home to go to.";hopefulness;6;0;3;2;6;0;0;1;8;4;0;4
1E+018;c1;Plus I get to disappoint less people if I kill myself. Win/win;sorrow;2;0;1;2;1;0;0;0;3;1;1;0
1E+018;c2;RT @Abdalazizawill: Let me do a thread on oppressed people that no one cares about specially the west since they don’t have that Christian…;support;2;0;3;2;2;0;0;0;7;0;2;0
1E+018;c3;RT @HUNTYCHAN: this is kind of like a metaphor for men. the water is trash, and when you put it into a taller container it looks better and…;blame;0;1;4;1;1;0;3;0;7;0;3;0
1E+018;c7;Even if it takes me 20 years to finish this project bus I don't care. I know ke tloe fetsa☝😊😊😊 https://t.co/XoNxTxdNtO;hopefulness;2;0;1;2;0;0;0;0;10;1;2;1
1E+018;c5;RT @marianaavilal: I genuinely don’t understand people who harass actors, artists, writers, etc. online because they made something they do…;surprise;0;0;0;2;0;1;1;0;11;0;2;0
1E+018;c3;"You two don't like me? 

Well, the feeling is mutual. And oh, also the hell I care.";surprise;0;0;1;2;1;0;1;0;4;0;2;1
1E+018;c3;@zicomposer There is a reason, why I don't leash out easily. I tend to overlook a lot of things, because we are all… https://t.co/bIH4lQikvr;information;1;0;2;3;1;0;1;0;8;1;1;0
1E+018;c3;RT @simonfromharlow: So... 72 hours after this photo was taken last year, I deleted Twitter, Facebook and WhatsApp, threw my phones into a…;guilt;0;0;2;1;2;0;0;0;9;0;0;1
1E+018;c1;My stomach is killing me i just want to go home and go to sleep;sorrow;5;0;1;0;0;0;1;0;2;2;1;1
1E+018;c7;@jmcmahon78 @GraceRandolph I think Episode 9 will break even at best.  What is it about? No one knows and i don't t… https://t.co/k6uGr0HHRr;happiness;1;0;2;1;1;1;1;1;6;0;1;1
1E+018;c1;i want to run to the end of the earth and watch myself disappear;sorrow;3;0;1;1;0;0;0;0;3;2;1;0
1E+018;c1;RT @EllaDecember: “I cannot come and kill myself” is a saying to live by, honestly.;disgust;3;0;1;0;0;0;1;1;4;1;1;1
1E+018;c7;"RT @deguzmankarenn: -FLAT CHESTED
-WALA KANG DEDE WAG KANG MAGMAGANDA
-DI MO NA KAILANGAN MAGBRA, WALA KA NAMANG DEDE EH

tbh i'm just so t…";information;1;0;0;2;3;0;0;0;13;1;0;2
1E+018;c7;@aliarikan Rusty don't care. Got his Oscar, got a little cash stashed away (I'm assuming), time to enjoy a steak, a… https://t.co/buXXsakHEH;information;1;0;0;0;4;0;0;0;9;1;0;1
1E+018;c7;"RT @SabinaLamba: ""This part of #Race is slightly different to d earlier two ones. It is #Race with #HumAapkeHaiKaun.This guy is very sharp,…";information;1;0;2;0;4;0;3;0;6;1;1;0
1E+018;c4;"RT @DothTheDoth: As your goth therapist, I urge you to get lost in the woods. I don't care where you go, that's between you &amp; the woods.";peacefulness;1;1;4;3;1;0;0;0;7;1;3;0
1E+018;c3;RT @_kayaaaaaa: You can’t force nobody to see what they missing out on. At the end of the day mfs gonna be stuck in they ways regardless. Y…;disgust;3;0;4;1;1;1;0;1;6;1;3;3
1E+018;c2;"RT @Friendly_bini: #KYYOnVoot
This is not the end we r gonna take for us it's just a seasonal break 😌

We'll again comeback for a season to…";information;1;0;2;1;0;0;1;0;8;0;3;0
1E+018;c5;RT @MayaAngelle: We accomplished all of our dreams at Southern University! Joining AND leading the best band in the land, Winning pageants,…;happiness;1;0;3;1;1;0;0;0;5;0;1;4
1E+018;c3;This is an utter disgrace @tsipras_eu https://t.co/exAsH34714;disgust;0;0;0;0;1;0;1;0;2;0;0;0
1E+018;c1;"RT @ThinkSarcasm: i've been in a ""i don't even care anymore"" mood a lot lately";hopelessness;1;0;1;0;2;0;0;0;5;0;0;1
1E+018;c4;"RT @sarahllfit: I can’t thank everyone enough for all of the love &amp; attention i’ve gotten lately. I never thought my discovery would end up…";thankfulness;2;0;2;1;3;0;0;2;10;0;0;2
1E+018;c2;RT @caitlinmoran: This is an amazing thread, and I suspect there are people who will read it and find it changes their lives. https://t.co/…;support;3;0;0;2;2;1;1;1;3;0;2;0
1E+018;c3;RT @HUNTYCHAN: this is kind of like a metaphor for men. the water is trash, and when you put it into a taller container it looks better and…;anger;0;1;4;1;1;0;3;0;7;0;3;0
1E+018;c4;RT @muftimenk: Make a commitment to start a new beginning when #Ramadan ends. Give up at least one bad habit in this blessed month. Do it s…;peacefulness;4;1;2;1;5;0;0;0;5;1;1;0
1E+018;c7;RT @NotBillWalton: To me, Kevin Durant is like Kim Kardashian. I don't care how successful you are right now, I will ALWAYS remember what y…;information;4;1;1;3;1;1;1;1;6;1;2;1
1E+018;c3;"RT @RichardPr0ct0r: I don't care what race, religion or orientation you are. 

Hell, I let my son have an Android phone...";information;0;0;0;3;2;1;0;0;9;0;1;0
1E+018;c1;@Vada_Yakshi I can so relate to this. I try and stay detached but then it fails and I end up getting hurt all the time;sorrow;4;0;0;2;2;0;0;1;3;1;1;3
1E+018;c3;I wish this was me but it aint https://t.co/PwthaAfhS2;depression;0;0;1;0;2;0;0;0;1;0;2;
1E+018;c1;I do not want to go to the doctor tomorrow. I just want to sleep.;depression;3;0;0;2;0;0;0;0;3;3;0;2
1E+018;c1;I really want to go from this home fuck. Getting mess;disgust;2;0;1;2;0;0;0;0;4;1;0;
1E+018;c3;The good thing about not living too far from home is that I can go home whenever I want... which is why I’m omw bac… https://t.co/HBE7QKLmPP;information;2;0;3;2;4;0;2;1;8;0;0;3
1E+018;c4;RT @littytittygxng: When a good thing goes bad it’s not the end of the world it’s just the end of a world, that you had with one girl and s…;thankfulness;0;1;4;0;3;0;2;0;8;0;4;2
1E+018;c5;"i can’t believe i made it this far. 

i tried to kill myself 4 years ago. 

heavily contemplated it back in january… https://t.co/RHumfKstue";surprise;2;0;1;1;2;0;1;1;6;1;3;3
